Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,nom_entreprise,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,Unnamed: 133,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1789582890113650,Oui,,2019,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,17.0,0.0,Som industrie,De 50 à 249 salarié(e)s ,Oui,Ortec,"Méthodes, contrôle de production, maintenance",Ingénieur projet,Oui,Industrie chimique,,,,32000.0,Oui,35000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Réseaux des anciens /association des anciens (polytech Connect),Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,5.0,3.0,3.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,"Modification des méthodes de travail (masque, distanciation sociale,...)",3.0,,,Non
Femme,1783100970982130,Oui,,2018,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,28.0,3.0,Bureau Veritas Exploitation,5 000 salarié(e)s ou plus,Oui,Bureau Veritas,Inspection dans le nucléaire,Chargée d'affaire approvisionnement,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,,39000.0,Oui,39000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Très rarement,,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,4.0,4.0,5.0,4.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Formation annulée ou reportée,5.0,,,Oui
Homme,1789138902924160,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,7.0,0.0,Altereo,De 50 à 249 salarié(e)s ,Oui,Altereo,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'études,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,29000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,1.0,4.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Report de signature de contrat / Report d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi,4.0,,,Oui
Femme,1793838299424030,Oui,,2019,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,17.0,0.0,CABINET MERLIN,De 10 à 19 salarié(e)s ,Oui,GROUPE MERLIN,Etudes - Conseil et expertise (autre qu'informatique),Responsable de projet,Oui,"Construction, BTP",,,,28800.0,Oui,34000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Jamais,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,2.0,5.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1768183505228300,Oui,,2019,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,14.0,4.0,Altran,5 000 salarié(e)s ou plus,Oui,Cap Gemini,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Consultant,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Elaboration et caractérisation des matériaux,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 4 à moins de 5 mois,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,4.0,,,Oui
Femme,1882297605209260,Non,Sénégalaise ,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,6.0,Oui,Démarches administratives,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 3 à moins de 4 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Assistante Qualité ,En France,Bretagne,Saint Michel ,250 à  4 999 salarié(e)s ,Oui,Saint Michel ,Industrie agroalimentaire ,8.0,Non,Non,Sites Internet d'entreprises,L'intérêt du travail en lui-même,,Non,,2.0,Mobilité géographique compliquée|Perte d'emploi / Cessation d'activité,5.0,,,Oui
Femme,1768009669304350,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Ingénieur en sciences exactes / chargée de mission et ingénierie de projets,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),"Démission, sans autre proposition de contrat",Chargée d'affaire environnement,A l'étranger,,Socometra engie,De 50 à 249 salarié(e)s ,Oui,Engie ,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",1.0,Oui,Non,Relations personnelles,Le lieu géographique ,,Oui,,0.0,,3.0,,,Oui
Femme,1776166979781670,Non,Suisse,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En recherche emploi,Oui,5.0,Non,Gel des embauches sur plusieurs postes suite à la situation de coronavirus,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report de signature de contrat / Report d'embauche|Annulation d'embauche|Changement de projet professionnel,5.0,,,Oui
Homme,1789139016135670,Oui,,2019,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,14.0,1.0,Elmatec,De 10 à 19 salarié(e)s ,Non,,Recherche expérimentale ,Ingénieur Projet,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,35652.0,Oui,37000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1783551734409300,Oui,,2020,Sous contrat de professionalisation,Mécanique et Interactions (MI),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,6.0,0.0,Unac,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur en conception mécanique ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,L'adéquation avec un projet professionnel ,oui,non,4.0,4.0,5.0,3.0,5.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1889582630343950,Non,Brésilienne,2019,Sous contrat de professionalisation,Matériaux (MAT),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,A l'étranger,,Brésil,1.0,5.0,OUL,5 000 salarié(e)s ou plus,Oui,Groupe OUL,"Innovation, Propriété industrielle, brevets, transfert de technologie",Analyste d'innovation et projects,Non,Industrie des technologies de l'Information et de la Communication (TIC),Divers,,,,Oui,,OUI,NON,OUI,OUI,Non,Jamais,Quotidiennement,,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,non,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Tout à fait d'accord,activité professionnelle,6 mois ou plus,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Product Line Operations,A l'étranger,,Dell Technologies,5 000 salarié(e)s ou plus,Non,,Industrie des technologies de l'Information et de la Communication (TIC),13.0,Non,Non,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,,Non,,3.0,,5.0,,,Oui
Homme,1783551661470080,Oui,,2020,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,5.0,2.0,ABC INGE, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur hydraulicien,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,25050.0,Oui,25050.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Stage année césure / Contrat de professionnalisation,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Prétention salariale revue,4.0,,,Oui
Homme,1789312715006830,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,A l'étranger,,Royaume-Uni,29.0,2.0,Big Sofa,De 20 à 49 salarié(e)s ,Non,,Informatique industrielle et technique ,Front End Developer,Non,"Autres activités spécialisées, scientifiques et techniques",,,,63500.0,Non,63500.0,NON,NON,OUI,OUI,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Prétention salariale revue,5.0,NON,NON,Oui
Homme,1806657444524820,Non,Malienne,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),24.0,A l'étranger,,Cameroun,18.0,0.0,Société Industrielle de Camerounaise de Cacao (SIC-Cacao),5 000 salarié(e)s ou plus,Oui,Barry Callebaut,"Méthodes, contrôle de production, maintenance",Graduate OSCO,Oui,Industrie agroalimentaire ,,,,14650.0,Oui,16000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,3.0,2.0,2.0,Oui,Raisons personnelles ,Tout à fait d'accord,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Assistant qualité process,En France,Bourgogne-Franche-Comté,Reine de Dijon,250 à  4 999 salarié(e)s ,Oui,Develey ,Industrie agroalimentaire ,18.0,Non,Non,Stage de fin d'études,L'adéquation avec un projet professionnel ,24000.0,Non,24000.0,3.0,,4.0,,,Oui
Femme,1793840299363710,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,25.0,2.0,ALTEN SUD-OUEST,250 à  4 999 salarié(e)s ,Oui,ALTEN SA,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur qualité fournisseur,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,29520.0,Oui,29820.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',,,,4.0,3.0,4.0,1.0,4.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité|Report d'une évolution de carrière|Formation annulée ou reportée,4.0,,,Oui
Homme,1888692414711220,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Oui,5.0,Non,Mobilité géographique difficile|Manque d'expérience professionnelle|Difficulté à mettre en valeur mes compétences,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report de signature de contrat / Report d'embauche|Difficulté pour le stage de fin d'études|Autre,4.0,,,Oui
Homme,1758627194075820,Oui,,2019,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,15.0,1.0,SUEZ CONSULTING,250 à  4 999 salarié(e)s ,Oui,SUEZ,Maitrise d'oeuvre travaux,Ingénieur de Projet,Oui,Autres secteurs ,,,,34500.0,Non,34500.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,4.0,3.0,3.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée,4.0,,,Oui
Femme,1783100972199480,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,25.0,0.0,Altran,5 000 salarié(e)s ou plus,Oui,Capgemini,Matériaux & Procédés,Consultante - Responsable qualité fournisseurs (pour SAFRAN Power Units),Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Divers,,,32000.0,Non,32000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),De 2 à moins de 3 mois,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,2.0,3.0,5.0,1.0,3.0,3.0,Oui,Je n'aime pas la prestation et mon but a toujours été de la quitter au plus vite. ,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Chômage partiel / Réduction d'activité,3.0,,,Oui
Homme,1767188220767320,Oui,,2020,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,5.0,1.0,SETEC HYDRATEC,De 50 à 249 salarié(e)s ,Oui,SETEC,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur attaché d'études,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,,,31005.0,Non,31005.0,OUI,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Sites Internet d'entreprises,Le lieu géographique ,oui,oui,4.0,5.0,5.0,4.0,3.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,"Recours au télétravail|Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|""Moins de formations, moins d'évenements non formels entre collègues""",3.0,,,Oui
Homme,1788640424603910,Oui,,2018,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En thèse,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Femme,1776091895895960,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,6.0,1.0,Union des Distilleries de la Méditerranée,De 50 à 249 salarié(e)s ,Oui,UDM,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure Méthodes ,Non,"Agriculture, sylviculture et pêche ",,,,27000.0,Oui,30500.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,3.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1788752092801610,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En recherche emploi,Non,1.0,Oui,Manque d'expérience professionnelle,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 4 à moins de 5 mois,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Technicien Supérieur Eau Assainissement,En France,Hauts-de-France,Agence de l'Eau Artois Picardie,De 50 à 249 salarié(e)s ,Non,,"Administration d'État, Collectivités territoriales, Hospitalière",11.0,Non,Non,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,24012.0,Non,24012.0,2.0,Recours au télétravail|Moins de propositions de recrutement|Perte d'emploi / Cessation d'activité,4.0,,,Oui
Homme,1775270642923870,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,6.0,4.0,Sopra Steria ,5 000 salarié(e)s ou plus,Oui,Sopra Steria Group,Exploitation / maintenance informatique ,,Oui,Activités informatiques et services d'information (TIC services),,,,31380.0,Oui,34695.0,NON,NON,NON,NON,Oui,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le lieu géographique ,oui,oui,5.0,5.0,5.0,4.0,4.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Oui
Homme,1899261178132260,Oui,,2020,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,0.0,4.0,IMAG,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur de Recherche en Simulation Numérique,Oui,"Enseignement, recherche",,,,23400.0,Oui,25740.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Réseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,4.0,4.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,Oui
Homme,1789034153455870,Oui,,2019,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),18.0,En France,Île-de-France,,12.0,5.0,Avsimulation,De 50 à 249 salarié(e)s ,Oui,Sogeclair,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur avant-vente,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,33000.0,Non,33000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 5 à moins de 6 mois,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,5.0,2.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée,4.0,,,Oui
Homme,1798487221646170,Oui,,2020,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,5.0,0.0,SERPE,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,Chargé d'études Phytoépuration,Oui,"Construction, BTP",,,,28200.0,Oui,31781.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,2.0,3.0,2.0,4.0,4.0,2.0,Oui,,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue|Difficulté dans l'entreprise d'apprentissage,1.0,,,Non
